Respondent_Serial,WAVE,resp_gender,resp_age,REGION,LIV,MRK_STATE1,QPID1,QPID_I,QPID_D,QPID_R,GRID_GTS1_1_GTS1,GRID_GTS1_2_GTS1,GRID_GTS1_3_GTS1,GRID_GTS1_4_GTS1,GRID_GTS1_5_GTS1,GRID_GTS2_1_GTS2,GRID_GTS2_2_GTS2,GRID_GTS2_3_GTS2,GRID_GTS2_4_GTS2,GRID_GTS2_5_GTS2,GRID_GTS3_1_GTS3,GRID_GTS3_3_GTS3,GRID_GTS3_4_GTS3,GRID_GTS3_5_GTS3,GRID_GTS3_6_GTS3,GRID_GTS3_7_GTS3,GRID_GTS3_8_GTS3,USHHI2,USEDU3,USHOU1,USMAR2,EMP01_der,KIDS02,USRETH3,USRACE41,USRACE42,USRACE43,USRACE44,USRACE45,USRACE46,USRACE47,USRACE48,Weight
437,1,2,29,4,2,53,4,1,,,55,50,55,48,46,80,65,60,60,55,2,3,1,2,2,1,1,7,10,3,3,8,0,2,1,0,0,0,0,0,0,0,0.266207
438,1,2,25,3,2,48,2,,,2,32,23,43,47,56,22,18,26,29,42,1,1,1,1,1,1,1,6,8,3,1,1,0,2,1,0,0,0,0,0,0,0,1.072018
439,1,1,57,3,2,28,1,,2,,60,55,55,55,55,60,60,60,60,55,5,4,5,4,5,4,3,3,10,3,1,3,0,2,0,0,0,1,0,0,0,0,0.390785
449,1,1,50,3,2,12,1,,2,,30,30,20,20,10,30,15,20,25,10,4,3,4,5,1,1,4,15,10,1,3,1,1,2,1,0,0,0,0,0,0,0,0.461864
456,1,2,23,4,1,49,3,1,,,50,67,70,75,72,48,50,50,60,55,2,2,3,1,1,1,3,13,8,4,1,1,0,2,1,0,0,0,0,0,0,0,0.315557
459,1,2,30,3,2,13,1,,2,,25,50,25,25,25,10,25,10,15,10,1,2,2,1,1,1,1,7,10,1,5,2,0,2,1,0,0,0,0,0,0,0,0.284711
461,1,2,70,1,2,25,3,2,,,50,30,30,30,30,50,30,30,30,30,1,1,1,1,4,5,1,8,11,1,5,4,0,2,1,0,0,0,0,0,0,0,0.187825
462,1,2,46,3,1,22,3,3,,,80,50,70,35,40,20,20,20,20,10,1,1,3,1,1,1,1,6,10,3,5,2,0,2,0,1,0,0,0,0,0,0,0.350376
463,1,2,24,4,1,15,5,3,,,50,0,50,15,50,15,0,80,25,75,1,1,1,1,1,1,1,8,5,3,3,7,1,2,1,0,0,1,0,0,0,0,1.305712
464,1,2,27,3,2,24,4,1,,,90,80,90,60,70,50,55,65,50,60,1,2,1,1,1,1,1,7,5,3,1,1,0,2,1,0,0,0,0,0,0,0,1.029053
465,1,1,67,1,3,36,2,,,2,50,30,5,50,10,50,50,10,20,10,1,1,1,1,4,5,1,11,11,3,3,1,0,2,0,0,0,1,0,0,0,0,0.409574
466,1,2,52,3,3,48,3,3,,,20,10,25,10,25,5,0,25,5,5,5,1,5,1,1,1,1,21,10,1,3,3,0,2,1,0,0,0,0,0,0,0,1.985203
467,1,1,26,4,2,6,5,2,,,40,50,80,67,30,60,40,60,50,60,2,3,3,1,1,1,2,17,5,2,1,3,0,2,1,0,0,0,0,0,0,0,11.192884
469,1,2,20,2,1,26,1,,2,,50,30,100,10,50,60,10,100,50,50,1,1,2,1,1,1,1,17,8,4,1,2,0,2,1,0,0,0,0,0,0,0,2.057662
470,1,1,81,3,2,12,3,3,,,50,25,75,75,80,25,25,80,75,80,1,1,5,1,1,1,1,14,8,2,3,4,1,2,1,0,0,0,0,0,0,0,0.965825
471,1,2,22,3,3,12,4,3,,,10,20,20,20,30,20,40,10,0,20,1,1,1,1,1,1,1,7,5,3,2,8,0,1,0,1,0,0,0,0,0,0,7.368819
472,1,1,22,4,2,41,1,,2,,70,65,75,56,55,80,75,80,65,60,5,4,5,5,1,1,2,20,5,1,1,5,0,2,1,0,0,0,0,0,0,0,3.249299
473,1,1,67,3,2,12,1,,1,,60,50,70,70,60,60,45,70,60,50,5,4,5,5,1,1,5,20,9,1,3,4,0,2,0,1,0,0,0,0,0,0,2.905752
475,1,1,25,3,2,12,1,,2,,5,25,20,30,20,0,30,20,20,30,1,1,3,1,1,1,2,18,10,3,3,1,0,2,1,0,0,0,0,0,0,0,1.119138
481,1,1,41,3,3,21,2,,,2,20,20,20,20,20,90,64,80,70,75,4,5,5,5,4,5,4,21,11,1,3,1,2,2,1,0,0,0,0,0,0,0,0.742065
483,1,2,51,3,2,37,2,,,1,70,20,10,10,20,10,5,5,10,70,4,1,1,1,1,1,1,19,12,1,1,3,0,2,1,0,0,0,0,0,0,0,0.763356
485,1,1,42,1,2,34,2,,,1,60,0,70,100,70,60,0,100,100,60,1,4,4,4,4,1,2,14,7,3,1,1,0,2,1,0,0,0,0,0,0,0,0.603048
486,1,2,25,4,2,8,2,,,1,50,50,70,60,70,50,50,80,80,60,1,1,1,1,1,1,1,11,9,1,3,7,1,2,1,0,0,0,0,0,0,0,0.315557
487,1,2,89,4,2,8,2,,,2,60,60,50,35,40,60,75,50,50,40,3,2,5,1,4,1,1,7,5,1,3,4,0,2,1,0,0,0,0,0,0,0,0.925186
490,1,2,47,1,2,42,2,,,1,0,40,30,30,0,0,40,30,30,0,1,1,5,1,1,5,1,10,9,3,3,7,1,2,1,0,0,0,0,0,0,0,0.554424
491,1,2,19,3,2,48,1,,2,,75,30,50,80,75,90,45,90,60,65,3,4,4,5,2,2,3,12,8,1,1,1,2,1,1,0,0,0,0,0,0,0,3.023779
492,1,2,73,4,2,6,2,,,1,20,10,10,10,0,10,10,10,10,5,4,1,5,1,5,1,1,12,7,1,3,4,0,2,1,0,0,0,0,0,0,0,1.540384
493,1,1,72,4,3,35,1,,1,,75,80,80,80,65,80,75,90,80,75,1,1,1,2,1,1,1,13,9,5,2,4,0,2,1,0,0,0,0,0,0,0,0.392575
495,1,2,32,3,2,12,2,,,1,75,50,75,50,50,75,50,75,50,50,1,2,2,1,2,1,1,13,7,2,2,3,0,2,1,0,0,0,0,1,0,0,0.923462
496,1,1,73,1,2,42,2,,,2,45,33,25,2,33,33,11,22,2,23,4,1,5,4,4,1,1,6,10,1,1,4,0,2,1,0,0,0,0,0,0,0,0.217406
497,1,2,66,1,2,34,3,2,,,50,0,25,10,10,75,50,50,35,50,3,1,4,3,2,1,1,19,11,1,3,1,0,2,1,0,0,0,0,0,0,0,0.536359
500,1,1,80,3,2,48,3,2,,,15,15,40,10,20,20,25,15,20,20,4,1,4,5,5,4,1,17,11,1,3,4,0,2,1,0,0,0,0,0,0,0,1.440301
503,1,1,18,4,2,4,2,,,2,10,0,20,10,0,10,0,10,10,0,2,2,3,1,2,1,1,11,4,4,1,5,0,2,1,0,0,0,0,0,0,0,1.286417
504,1,1,43,4,2,49,1,,1,,55,20,40,10,15,20,15,15,2,10,4,5,5,4,4,1,3,5,9,3,5,2,1,2,1,0,0,0,0,0,0,0,0.411252
506,1,2,31,2,2,39,3,1,,,50,50,50,50,10,50,50,50,50,10,1,1,2,2,1,1,2,16,13,1,3,1,1,2,1,0,0,0,0,0,0,0,1.575958
507,1,1,35,4,2,8,4,2,,,35,40,50,40,25,50,50,40,60,35,2,2,2,2,2,1,1,19,11,1,3,1,0,2,1,0,0,0,0,0,0,0,0.654001
509,1,2,21,4,2,4,1,,2,,45,35,35,45,30,20,25,30,35,30,1,2,4,1,1,1,1,2,5,3,2,8,0,2,1,0,0,0,0,0,0,0,0.99883
510,1,2,25,3,2,37,1,,1,,75,60,80,60,60,60,40,70,40,40,3,5,3,2,1,1,2,7,8,1,1,3,0,2,1,0,0,0,0,0,0,0,0.591127
511,1,1,70,3,1,45,1,,2,,80,70,75,75,60,60,40,60,40,50,2,2,5,1,1,1,1,19,10,1,3,4,0,2,1,0,0,0,0,0,0,0,0.746192
512,1,2,82,3,2,13,2,,,1,20,20,60,30,20,60,30,20,50,30,4,1,4,1,5,2,1,8,5,1,4,4,0,2,1,0,0,0,0,0,0,0,1.296452
513,1,1,69,3,2,21,2,,,2,1,70,10,9,10,0,70,10,10,10,1,1,1,2,5,4,1,8,11,1,3,4,0,2,1,0,0,0,0,0,0,0,0.255937
514,1,1,76,1,2,9,3,3,,,25,10,10,30,25,25,10,10,30,25,5,2,5,3,1,1,1,14,5,3,3,4,0,2,1,0,0,0,0,0,0,0,1.037318
516,1,1,54,2,3,17,1,,1,,30,30,25,10,30,40,45,45,35,35,3,1,4,3,1,1,3,19,10,1,2,1,0,2,1,0,0,0,0,0,0,0,0.78891
517,1,1,72,3,2,22,3,1,,,55,35,25,20,40,30,15,10,10,20,1,1,2,1,2,1,1,16,8,1,3,4,0,2,1,0,0,0,0,0,0,0,1.368034
519,1,2,77,1,2,36,3,2,,,10,5,20,25,10,25,15,20,15,25,5,1,2,1,5,2,2,12,9,1,3,4,0,2,1,0,0,0,0,0,0,0,0.93353
520,1,2,72,3,2,12,2,,,1,30,25,30,30,25,10,30,40,40,30,1,1,3,1,4,1,1,15,5,1,3,4,0,2,1,0,0,0,0,0,0,0,2.824871
522,1,2,68,3,3,51,1,,1,,15,40,20,70,35,29,60,25,60,40,2,1,3,1,1,1,1,7,8,1,4,2,0,2,0,1,0,0,0,0,0,0,0.828999
524,1,2,69,1,2,9,3,1,,,25,10,25,5,35,20,15,20,10,35,1,1,5,1,1,1,1,5,10,2,1,2,0,2,1,0,0,0,0,0,0,0,0.187825
526,1,2,74,2,2,39,1,,1,,70,60,60,60,60,40,40,40,40,40,4,2,4,1,1,1,1,10,9,1,4,4,0,2,1,0,0,0,0,0,0,0,0.508782
530,1,2,40,4,2,6,1,,1,,10,20,30,10,30,30,25,20,5,20,1,1,1,1,1,1,1,15,9,1,3,1,2,2,1,0,0,0,0,0,0,0,1.759468
531,1,2,66,2,1,39,2,,,2,50,35,20,75,25,50,70,35,75,40,4,1,4,1,4,5,1,7,8,1,5,2,0,2,1,0,0,0,0,0,0,0,0.508782
539,1,2,57,2,2,55,3,1,,,10,10,25,5,50,30,10,5,10,45,4,5,4,3,1,1,2,7,10,2,1,3,0,2,1,0,0,0,0,0,0,0,0.111209
540,1,2,67,2,2,26,3,1,,,60,50,50,35,50,60,50,50,35,50,5,1,3,5,1,1,1,13,10,1,3,4,0,2,0,1,0,0,0,0,0,0,0.275081
541,1,2,80,3,2,13,3,2,,,75,25,50,25,40,60,50,40,50,50,1,1,5,1,1,2,1,17,9,1,4,4,0,2,1,0,0,0,0,0,0,0,1.343669
542,1,2,68,2,1,55,1,,2,,60,55,40,35,55,60,65,40,35,40,2,1,5,4,1,1,1,8,9,1,4,1,0,2,1,0,0,0,0,0,0,0,0.232555
543,1,1,40,1,3,34,1,,2,,20,17,23,40,70,20,10,13,60,50,5,2,4,1,2,3,2,20,11,1,3,1,2,2,1,0,0,0,0,0,0,0,0.84554
545,1,2,52,3,2,12,1,,2,,15,5,15,15,50,35,25,10,5,25,2,1,4,3,1,2,1,16,11,3,5,3,0,2,0,0,0,1,0,0,0,0,1.436626
547,1,1,68,4,3,41,3,1,,,45,25,30,45,35,60,45,55,55,40,5,3,5,1,1,1,1,17,10,1,3,4,0,2,1,0,0,0,0,0,0,0,0.6243
548,1,2,34,3,3,21,1,,2,,5,5,6,10,25,50,10,30,15,25,2,1,5,1,1,1,1,3,10,1,1,2,2,2,1,0,0,0,0,0,0,0,0.207122
549,1,1,67,2,3,39,3,3,,,15,5,20,10,50,10,10,20,10,50,4,1,5,4,1,1,1,7,5,3,3,4,0,2,1,0,0,0,0,0,0,0,1.134531
550,1,1,63,2,2,17,1,,1,,60,65,70,60,80,70,75,85,85,85,2,3,2,1,3,1,1,3,9,2,5,4,0,2,1,0,0,0,0,0,0,0,0.562659
552,1,2,29,2,3,39,4,1,,,75,15,40,40,35,75,30,40,30,35,1,1,3,4,1,1,1,6,10,3,1,1,0,2,1,0,0,0,0,0,0,0,0.5375
553,1,2,64,3,1,21,2,,,1,25,15,20,15,5,5,5,10,5,2,1,1,5,1,3,2,1,18,10,1,3,1,0,2,1,0,0,0,0,0,0,0,0.669033
554,1,2,80,3,1,12,2,,,1,25,15,10,15,50,20,10,15,10,10,1,1,1,5,1,2,1,7,5,1,4,4,0,2,1,0,0,0,0,0,0,0,2.824871
556,1,2,37,4,2,15,3,2,,,15,20,10,50,5,55,10,5,20,10,1,1,1,1,1,1,1,18,8,4,1,8,0,2,0,1,0,0,0,0,0,0,1.40475
557,1,1,74,3,1,21,1,,2,,74,68,55,67,58,38,35,48,48,29,5,4,5,5,1,2,4,21,10,5,1,8,0,2,1,0,0,0,0,0,0,0,0.746192
558,1,2,55,2,2,26,3,1,,,60,50,65,50,50,65,50,65,65,50,5,1,2,1,1,1,1,13,9,1,5,1,0,2,1,0,0,0,0,0,0,0,0.560598
559,1,2,67,4,3,53,1,,1,,50,0,50,100,100,50,50,50,100,100,5,1,5,1,1,1,1,13,10,1,3,4,0,2,1,0,0,0,0,0,0,0,0.163802
560,1,2,69,4,2,6,3,2,,,75,75,80,80,75,75,75,80,80,75,5,3,4,3,2,1,1,18,10,2,2,4,0,2,1,0,0,0,0,0,0,0,2.159789
562,1,2,27,3,2,48,5,3,,,0,0,20,20,0,0,0,20,20,0,1,1,1,1,1,1,1,6,5,3,3,7,3,2,1,1,0,0,0,0,0,0,3.111907
563,1,2,21,4,1,35,1,,2,,95,20,30,80,90,95,30,30,80,90,4,2,2,1,3,3,2,6,8,1,3,5,0,1,1,0,0,0,0,0,0,0,0.486198
564,1,2,78,3,3,40,2,,,2,50,40,50,50,50,40,40,40,30,40,1,1,5,1,1,1,1,5,5,1,4,4,0,2,1,0,0,0,0,0,0,0,1.140098
565,1,1,51,1,2,42,1,,2,,100,100,15,45,20,100,100,45,50,50,1,1,1,1,1,1,1,8,5,1,1,1,0,2,1,0,0,0,0,0,0,0,1.286138
566,1,2,76,3,2,40,3,2,,,10,0,50,10,25,5,10,20,10,20,1,1,5,1,2,2,1,9,7,1,3,4,0,2,1,0,0,0,0,0,0,0,0.420704
567,1,1,19,4,1,6,3,3,,,15,25,54,5,35,42,3,72,25,44,3,3,4,1,4,1,1,1,5,4,1,5,1,2,0,1,0,0,0,0,0,0,3.917141
568,1,2,80,4,2,32,1,,1,,50,60,70,60,65,65,65,70,70,70,5,5,5,2,1,1,5,12,9,1,3,4,0,2,1,0,0,0,0,0,0,0,0.3414
569,1,1,75,1,3,36,2,,,2,65,70,70,50,50,90,100,100,90,90,5,1,3,1,3,1,1,11,11,3,4,4,0,1,0,0,0,0,0,1,0,0,1.155263
571,1,1,72,4,1,8,3,3,,,90,55,60,55,55,90,55,75,55,55,1,1,1,5,1,1,1,4,10,1,3,4,0,2,1,0,0,0,0,0,0,0,0.214129
574,1,2,76,1,2,42,1,,2,,50,25,50,25,25,40,10,50,10,10,4,3,5,4,1,1,1,15,9,1,3,2,0,2,1,0,0,0,0,0,0,0,0.554424
575,1,1,42,2,2,27,3,3,,,50,10,5,5,30,40,5,20,5,30,4,2,3,3,2,1,1,18,11,1,3,1,3,2,1,0,0,0,0,0,0,0,0.694366
576,1,2,73,3,1,51,4,3,,,75,50,35,35,35,75,50,35,35,35,1,1,1,1,1,1,1,6,10,1,5,4,0,2,1,0,0,0,0,0,0,0,0.386345
577,1,2,66,1,2,9,1,,1,,70,35,70,65,60,85,55,90,65,90,5,3,5,5,1,1,2,18,11,2,3,1,0,2,1,0,0,0,0,0,0,0,0.547609
579,1,1,50,2,3,17,1,,1,,80,100,100,100,50,20,20,20,20,20,4,1,1,1,4,1,1,23,11,1,3,1,2,2,1,0,0,0,0,0,0,0,0.78891
580,1,2,20,2,2,55,5,3,,,60,35,54,38,48,29,38,52,25,34,1,1,4,1,2,1,1,17,5,4,1,1,2,2,1,0,0,0,0,0,0,0,2.103416
581,1,1,70,2,2,18,2,,,1,8,12,24,22,4,2,2,14,1,2,1,1,2,1,2,5,1,18,10,1,3,4,0,2,1,0,0,0,0,0,0,0,0.558167
584,1,2,61,1,3,42,4,3,,,60,50,20,50,5,30,20,20,20,5,2,1,2,1,1,1,1,6,5,6,1,1,0,2,1,0,0,0,0,0,0,0,1.568458
585,1,1,64,1,2,42,2,,,1,15,20,25,10,30,20,30,15,10,25,2,1,5,1,1,1,1,13,5,1,3,4,0,2,1,0,0,0,0,0,0,0,1.286138
586,1,1,67,4,2,6,3,2,,,20,20,25,25,20,25,25,25,25,25,1,1,1,1,4,2,1,13,10,1,3,1,0,2,1,0,0,0,0,0,0,0,0.706434
588,1,1,69,4,1,6,2,,,2,50,75,75,80,80,75,75,80,80,80,3,1,5,1,3,1,1,10,9,1,3,4,0,2,1,0,0,0,0,0,0,0,1.477257
590,1,2,20,3,3,48,5,1,,,20,30,100,50,50,50,50,50,50,50,4,4,3,5,2,3,2,1,3,3,1,7,0,1,1,0,0,0,0,0,0,0,8.55423
593,1,2,51,2,1,18,2,,,1,50,50,50,25,50,25,25,25,28,25,5,4,4,1,5,2,1,10,10,3,3,7,0,2,1,0,0,0,0,0,0,0,0.162044
594,1,2,73,3,2,12,1,,2,,24,13,14,12,10,30,20,15,12,13,1,1,5,1,1,1,1,18,11,1,4,4,0,2,1,0,0,0,0,0,0,0,1.40007
597,1,2,82,4,1,53,2,,,2,10,10,10,30,10,25,10,20,30,10,5,4,4,1,5,4,1,18,8,1,3,4,0,2,1,0,0,0,0,0,0,0,1.004317
598,1,2,71,1,2,25,2,,,2,10,20,80,100,80,20,20,80,100,80,1,1,3,1,2,1,1,12,7,1,3,4,0,2,1,0,0,0,0,0,0,0,0.34435
599,1,2,77,4,3,6,1,,2,,65,25,35,50,50,90,75,75,80,80,2,1,5,1,1,1,1,16,8,1,4,4,0,2,1,0,0,0,0,0,0,0,4.516434
600,1,2,30,3,1,51,3,1,,,80,45,70,60,60,70,45,70,60,70,1,2,4,3,1,1,1,17,11,1,3,1,0,2,1,0,0,0,0,0,0,0,0.759233
601,1,1,24,2,1,39,2,,,2,30,10,10,20,30,0,10,50,30,10,3,4,2,1,1,3,3,15,10,3,1,1,0,2,1,0,0,0,0,0,0,0,0.320327
602,1,1,74,3,2,12,2,,,2,60,75,80,95,80,60,85,75,80,80,1,1,2,1,1,1,1,15,7,1,3,4,0,2,1,0,0,0,0,0,0,0,0.965825
605,1,1,82,3,1,47,2,,,1,25,5,20,5,5,25,5,50,5,5,2,1,5,5,2,2,1,13,8,1,3,4,0,2,1,0,0,0,0,0,0,0,0.469224
606,1,2,23,4,3,6,1,,1,,50,10,40,10,30,50,45,50,30,40,1,3,1,1,1,1,1,10,10,3,1,1,0,2,1,0,0,0,0,0,0,0,0.841389
609,1,1,73,3,2,12,3,1,,,25,50,25,50,25,25,25,25,25,25,3,5,1,1,1,1,1,14,7,1,5,4,0,2,1,0,0,0,0,0,0,0,0.965825
610,1,1,62,1,3,42,3,1,,,50,30,45,5,60,50,35,25,5,45,4,2,5,5,4,1,2,10,8,1,1,1,0,2,0,1,0,0,0,0,0,0,0.466499
611,1,1,75,2,1,20,2,,,1,10,30,25,25,10,20,15,25,15,25,1,1,2,1,2,1,1,3,9,1,4,4,0,2,1,0,0,0,0,0,0,0,0.350989
613,1,2,55,3,2,1,1,,2,,70,60,80,80,60,50,40,50,60,50,4,4,5,1,1,1,3,11,10,1,3,3,2,2,1,0,0,0,0,0,0,0,0.229472
614,1,1,72,1,2,34,4,3,,,25,50,25,25,25,10,50,10,10,10,1,1,1,1,4,2,1,5,7,4,1,4,0,2,1,0,0,0,0,0,0,0,0.335346
615,1,2,41,1,2,36,1,,2,,85,90,90,90,90,85,90,90,90,90,4,4,5,4,2,2,4,18,9,1,3,8,0,1,1,0,0,0,0,0,0,0,10.653451
616,1,2,27,4,1,53,4,3,,,50,30,60,15,25,25,30,15,15,40,1,1,1,1,1,1,1,21,5,4,1,1,0,2,1,0,0,0,0,0,0,0,4.617445
617,1,2,69,3,2,12,2,,,1,35,40,40,40,20,38,40,40,40,20,1,1,5,1,1,5,1,11,8,1,3,4,0,2,1,0,0,0,0,0,0,0,0.998545
618,1,1,69,3,2,12,1,,1,,65,48,55,48,30,25,30,30,30,35,5,4,5,4,1,1,1,17,11,1,5,4,0,2,1,0,0,0,0,0,0,0,1.354193
619,1,1,63,3,1,48,3,3,,,20,10,20,5,30,0,0,0,0,20,1,1,5,1,1,3,1,12,10,1,3,1,0,1,1,0,0,0,0,0,0,0,1.385591
621,1,1,43,1,2,42,2,,,1,50,60,50,20,40,40,50,50,25,25,2,2,3,4,4,5,1,12,10,1,3,3,0,2,1,0,0,0,0,0,0,0,0.363528
623,1,1,55,4,1,4,3,3,,,80,70,65,70,55,77,40,50,70,30,4,4,5,3,1,1,1,17,8,1,3,1,0,2,1,0,0,0,0,0,0,0,1.780107
624,1,1,40,1,3,36,1,,1,,30,20,20,10,20,20,30,10,30,10,5,4,5,4,5,4,5,16,11,1,3,1,2,2,1,0,0,0,0,0,0,0,0.915393
626,1,2,71,3,2,12,3,3,,,40,30,20,25,30,40,25,20,25,30,2,1,4,1,2,1,1,20,11,1,3,4,0,2,1,0,0,0,0,0,0,0,1.40007
627,1,1,70,2,1,39,3,2,,,30,20,10,20,20,30,20,10,20,20,4,1,5,1,1,1,1,10,5,1,3,4,0,2,1,0,0,0,0,0,0,0,1.134531
628,1,1,84,4,1,4,2,,,2,15,5,30,23,0,40,0,0,0,5,2,1,1,2,4,4,1,20,8,1,3,4,0,2,1,0,0,0,0,0,0,0,1.780107
629,1,2,26,1,3,42,1,,2,,45,60,60,60,60,60,60,60,60,60,3,5,4,2,1,1,2,10,10,3,1,1,0,2,1,0,0,0,0,0,0,0,0.2112
632,1,2,36,3,2,21,1,,2,,10,10,20,20,15,5,5,10,10,5,2,1,1,1,1,1,1,21,11,1,3,1,3,2,1,0,0,0,0,0,0,0,0.60387
633,1,2,73,2,3,17,1,,2,,50,50,35,25,40,75,50,25,40,40,4,1,4,1,1,1,1,10,5,1,4,4,0,2,1,0,0,0,0,0,0,0,1.36546
634,1,2,73,1,2,25,3,1,,,80,40,30,32,30,85,70,60,60,50,2,5,5,1,1,1,1,11,11,1,5,4,0,2,1,0,0,0,0,0,0,0,0.187825
635,1,1,50,4,3,6,2,,,2,25,20,40,5,10,25,20,40,5,10,5,4,5,5,3,1,1,10,10,1,3,1,2,2,1,0,0,0,0,0,0,0,0.706434
636,1,2,19,3,1,12,2,,,2,50,0,50,50,75,50,50,50,50,50,1,1,1,1,1,1,1,6,5,3,2,8,0,2,1,0,0,0,0,0,0,0,2.545986
637,1,2,58,2,3,29,2,,,2,48,72,45,69,43,40,30,39,23,33,1,1,2,1,1,1,1,15,5,1,3,1,0,2,1,0,1,0,0,0,0,0,1.229272
638,1,1,81,4,1,53,2,,,1,17,20,39,18,21,20,20,20,15,15,2,1,2,3,5,4,1,18,7,1,3,4,0,2,1,0,0,0,0,0,0,0,1.299489
639,1,2,48,4,3,6,2,,,2,10,25,15,45,10,10,5,30,45,10,2,1,5,5,4,1,1,19,5,1,2,1,0,2,1,0,0,0,0,0,0,0,12.776931
640,1,2,50,4,1,56,1,,2,,40,40,30,60,50,15,8,30,20,25,4,4,5,1,1,1,1,15,10,1,3,1,0,2,1,0,0,0,0,0,0,0,0.186216
643,1,2,32,1,2,25,3,1,,,60,40,55,60,40,70,50,65,90,50,4,4,4,4,1,2,3,11,11,4,1,1,0,2,1,0,0,0,0,0,0,0,0.192449
645,1,2,60,1,1,9,1,,2,,50,10,10,10,10,30,20,20,20,10,2,1,5,1,1,1,1,19,10,1,3,1,0,2,1,0,0,0,0,0,0,0,0.547609
647,1,1,72,3,2,48,1,,2,,50,70,50,40,50,40,30,30,20,20,4,1,4,1,1,1,1,8,8,1,4,4,0,2,1,0,0,0,0,0,0,0,1.027238
648,1,1,74,3,1,40,1,,1,,0,30,30,20,20,20,10,10,10,50,4,1,4,2,2,3,3,20,11,1,3,4,0,2,1,0,0,0,0,0,0,0,0.746192
649,1,1,45,1,2,9,4,3,,,10,10,20,10,20,50,20,100,20,50,3,1,5,1,2,1,1,17,5,3,3,1,0,2,0,1,0,0,0,0,0,0,4.617774
650,1,2,77,4,3,4,3,2,,,50,25,75,50,25,25,25,50,50,25,1,1,1,1,4,1,1,15,8,1,3,4,0,2,1,0,0,0,0,0,0,0,0.316951
652,1,2,85,3,1,5,2,,,1,5,25,25,20,25,5,25,25,20,25,1,1,1,1,1,1,1,13,9,1,4,2,0,2,1,0,0,0,0,0,0,0,0.420704
653,1,2,39,3,1,22,3,1,,,50,50,50,50,50,20,20,20,50,50,2,1,3,1,1,1,1,5,6,1,5,1,2,2,1,0,0,0,0,0,0,0,1.029053
654,1,2,45,3,3,37,3,1,,,20,10,10,5,15,5,5,5,5,10,1,1,3,1,1,1,1,9,9,3,5,1,0,2,1,0,0,0,0,0,0,0,0.544434
655,1,1,52,4,2,6,3,2,,,55,45,45,37,25,70,60,50,67,55,1,1,1,1,4,1,1,11,8,1,1,1,0,2,1,0,0,0,0,0,0,0,1.477257
656,1,2,70,2,2,17,1,,1,,80,50,65,70,75,80,60,70,65,70,5,4,5,3,1,1,1,16,9,1,3,8,0,2,1,0,0,0,0,0,0,0,1.41519
657,1,1,69,2,2,20,2,,,1,30,5,50,50,20,1,5,20,10,10,1,1,5,1,1,1,1,11,10,1,1,4,0,2,1,0,0,0,0,0,0,0,0.191447
658,1,1,71,4,2,4,2,,,2,30,5,20,30,10,10,2,5,10,2,5,1,5,1,1,1,1,22,13,1,3,4,0,2,1,0,0,0,0,0,0,0,0.851259
659,1,2,38,3,2,24,1,,2,,25,100,75,75,50,75,45,100,45,45,2,2,3,1,1,1,1,13,10,4,1,1,1,2,1,0,0,0,0,0,0,0,0.207122
660,1,2,42,3,1,5,4,2,,,50,10,20,20,20,10,10,10,10,10,3,3,3,1,3,1,3,18,10,3,2,1,1,2,1,0,0,0,0,0,0,0,0.60387
663,1,2,30,1,3,36,1,,1,,40,34,40,35,30,57,51,70,49,35,2,2,2,2,1,1,1,15,10,3,3,1,0,2,1,0,0,0,0,0,0,0,0.616015
664,1,1,66,3,2,12,3,3,,,45,75,60,75,5,50,50,80,75,5,1,1,2,2,2,1,1,12,10,1,3,8,0,2,1,0,0,0,0,0,0,0,0.461864
665,1,2,72,1,2,42,1,,1,,20,20,10,10,10,20,10,10,10,10,5,1,3,1,1,1,1,6,10,1,5,4,0,2,1,0,0,0,0,0,0,0,0.265129
668,1,1,70,4,1,8,2,,,1,30,40,50,20,50,25,50,25,20,25,1,1,5,2,1,3,1,14,9,1,4,3,0,2,1,0,0,0,0,0,0,0,0.392575
671,1,2,38,4,2,4,4,3,,,10,35,25,20,10,10,35,25,20,10,4,1,5,1,4,3,1,1,9,6,1,9,0,2,1,0,0,0,0,0,0,0,0.35307
672,1,2,44,2,2,17,1,,2,,70,30,60,50,60,70,50,60,80,80,2,2,4,2,2,1,1,8,9,3,2,2,5,2,0,1,0,0,0,0,0,0,0.817537
673,1,2,79,2,3,26,1,,2,,90,40,95,60,70,95,55,85,60,75,5,1,5,1,5,1,2,8,8,1,3,4,0,2,0,1,0,0,0,0,0,0,0.575235
675,1,2,62,1,2,42,3,1,,,60,30,60,40,50,60,60,60,50,50,2,4,4,1,1,1,1,17,9,1,1,1,0,2,1,0,0,0,0,0,0,0,1.625581
676,1,2,65,1,2,34,4,3,,,20,10,20,80,20,50,20,30,80,20,5,1,5,2,5,1,3,12,6,3,3,1,0,2,0,0,0,0,0,0,1,0,1.110447
678,1,2,66,4,2,49,2,,,2,30,25,75,60,50,50,20,75,50,30,4,1,5,1,3,1,1,18,10,1,3,2,0,2,1,0,0,0,0,0,0,0,0.542918
679,1,1,72,1,2,42,1,,1,,60,5,20,5,20,20,30,30,20,20,5,4,5,1,1,1,3,15,11,1,3,4,0,2,1,0,0,0,0,0,0,0,0.217406
